Area,Item,Year,Export Quantity,Export Value,Import Quantity,Import Value,Export Unit Price (USD),import Unit Price (USD)
Sweden,Mushrooms and truffles,1995,23.0,120.0,4753.0,13318.0,5217.391304347826,2802.019776982958
Sweden,Mushrooms and truffles,1996,34.0,146.0,6723.0,17425.0,4294.117647058823,2591.8488769894393
Sweden,Mushrooms and truffles,1997,33.0,130.0,6914.0,16588.0,3939.3939393939395,2399.190049175586
Sweden,Mushrooms and truffles,1998,87.0,341.0,7706.0,16383.0,3919.5402298850577,2126.005709836491
Sweden,Mushrooms and truffles,1999,55.0,298.0,7567.0,16527.0,5418.181818181818,2184.0888066604994
Sweden,Mushrooms and truffles,2000,55.0,258.0,7837.0,16450.0,4690.90909090909,2099.017481179023
Sweden,Mushrooms and truffles,2001,153.0,863.0,7847.0,16955.0,5640.522875816994,2160.6983560596404
Sweden,Mushrooms and truffles,2002,499.0,1315.0,8132.0,17954.0,2635.270541082164,2207.820954254796
Sweden,Mushrooms and truffles,2003,703.0,2065.0,9091.0,22216.0,2937.411095305832,2443.7355626443737
Sweden,Mushrooms and truffles,2004,842.0,2617.0,9713.0,23948.0,3108.0760095011874,2465.5616184495007
Sweden,Mushrooms and truffles,2005,1999.0,4598.0,9201.0,22532.0,2300.150075037519,2448.8642538854474
Sweden,Mushrooms and truffles,2006,2052.0,4956.0,9422.0,24296.0,2415.204678362573,2578.645722776481
Sweden,Mushrooms and truffles,2007,1151.0,3761.0,9964.0,31122.0,3267.593397046047,3123.444399839422
Sweden,Mushrooms and truffles,2008,972.0,3697.0,10386.0,34508.0,3803.4979423868313,3322.5495859811285
Sweden,Mushrooms and truffles,2009,831.0,2940.0,9979.0,25866.0,3537.906137184116,2592.043290910913
Sweden,Mushrooms and truffles,2010,939.0,3288.0,10321.0,27447.0,3501.597444089457,2659.3353357232827
Sweden,Mushrooms and truffles,2011,1210.0,5135.0,10739.0,29394.0,4243.801652892562,2737.1263618586463
Sweden,Mushrooms and truffles,2012,1493.0,6419.0,10872.0,28479.0,4299.39718687207,2619.4812362030902
Sweden,Mushrooms and truffles,2013,1624.0,6600.0,12220.0,34436.0,4064.0394088669946,2818.003273322422
Sweden,Mushrooms and truffles,2014,604.5,3406.0,12031.18,35858.0,5634.408602150538,2980.4225354454006
Sweden,Mushrooms and truffles,2015,171.04,1864.0,12194.13,30276.0,10898.035547240412,2482.8339537137954
Sweden,Mushrooms and truffles,2016,206.2,1698.0,12938.0,33000.0,8234.723569350146,2550.6260627608594
Sweden,Mushrooms and truffles,2017,192.76,1788.0,13379.42,34692.0,9275.78335754306,2592.9375114915297
Sweden,Mushrooms and truffles,2018,136.89,1509.0,13402.68,36224.0,11023.449484987948,2702.7430334828555
Sweden,Mushrooms and truffles,2019,259.7,2126.0,12950.88,31091.0,8186.368887177514,2400.686285410721
Sweden,Mushrooms and truffles,2020,163.69,2014.0,12771.31,33730.0,12303.74488362148,2641.075974195286
Sweden,Mushrooms and truffles,2021,192.55,2250.0,13059.42,35090.0,11685.276551545054,2686.949343845286
